Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Date Captured,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,Form URI#2,Internet Media Type,Digital Origin,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Topic#5,Subject Topic URI#5,Subject Topic#6,Subject Topic URI#6,Subject Name#1,Subject Name URI#1,Subject Name#2,Subject Name URI#2,Subject Name#3,Subject Name URI#3,Subject Name#4,Subject Name URI#4,Subject Geographic#1,Subject Geographic URI#1,Subject Temporal#1,Subject Temporal URI#1,Subject Title#1,Subject Title URI#1,Subject Genre#1,Subject Genre URI#1,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Access Condition,Access Condition URI
CU Museum of Natural History: Earl Morris papers,"Dr. Earl H. Morris, World Renowned Archaeologist, Dies Of Heart Attack",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Pages,,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,,,application/pdf,reformatted digital,Handwritten date on the article is incorrect.,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Funeral rites and ceremonies,http://id.worldcat.org/fast/936223,Biography,http://id.worldcat.org/fast/832149,"Morris, Ann Axtell, 1900-1945",http://id.loc.gov/authorities/names/n97083815,University of Colorado Boulder. Museum,http://id.loc.gov/authorities/names/n83070895,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_005.pdf,,,CU Museum of Natural History,,,,,,,Copyright Not Evaluated.,http://rightsstatements.org/vocab/CNE/1.0/
CU Museum of Natural History: Earl Morris papers,Memorial Plaque Honoring Dr. Morris Placed In Aztec National Monument,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,1957-09-06,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Pages,,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,,,application/pdf,reformatted digital,Article appeared in the Boulder Daily Camera.,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Biography,http://id.worldcat.org/fast/832149,Memorials,http://id.worldcat.org/fast/1015903,,,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_006.pdf,,,CU Museum of Natural History,,,,,,,Copyright Not Evaluated.,http://rightsstatements.org/vocab/CNE/1.0/
CU Museum of Natural History: Earl Morris papers,Finder's Ashes Spread Over Aztec Ruins,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,1957-09,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Pages,,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,,,application/pdf,reformatted digital,Newspaper article appearing in the Denver Post. The title of the article is somewhat erroneous as Morris did not in fact find the structures that would later become Aztec Ruins National Monument.,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Biography,http://id.worldcat.org/fast/832149,Memorials,http://id.worldcat.org/fast/1015903,,,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_007.pdf,,,CU Museum of Natural History,,,,,,,Copyright Not Evaluated.,http://rightsstatements.org/vocab/CNE/1.0/
CU Museum of Natural History: Earl Morris papers,Ruins Ceremony Honors Scientist,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Pages,,newspaper clippings,http://vocab.getty.edu/page/aat/300429554,,,application/pdf,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Biography,http://id.worldcat.org/fast/832149,Memorials,http://id.worldcat.org/fast/1015903,,,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_008.pdf,,,CU Museum of Natural History,,,,,,,Copyright Not Evaluated.,http://rightsstatements.org/vocab/CNE/1.0/
CU Museum of Natural History: Earl Morris papers,"Morris, Earl H. (1889-1956)",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Pages,,articles,http://vocab.getty.edu/page/aat/300048715,,,application/pdf,reformatted digital,Photocopy from Archaeology of Prehistoric Native America: An Enyclopedia,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Biography,http://id.worldcat.org/fast/832149,,,,,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_010.pdf,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Talk Given at the Installation of a Memorial Plaque to Dr. Earl H. Morris,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,Personal correspondence,http://id.loc.gov/authorities/genreForms/gf2014026141,,,,1957-08-31,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,6 Pages,,notes (documents),http://vocab.getty.edu/page/aat/300027200,,,application/pdf,reformatted digital,,,,,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Relics,http://id.worldcat.org/fast/1093664,Specimens,http://id.worldcat.org/fast/1423861,,,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM05_002_011.pdf,,,CU Museum of Natural History,,,,,,,Copyright Not Evaluated.,http://rightsstatements.org/vocab/CNE/1.0/
CU Museum of Natural History: Earl Morris papers,Front view of brick structure under prominent cliff face,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,A partially standing structure with a face of brick is situated underneath a cliff face with patches of hanging vegetation.,,"From enclosure: 5-1982-AZ-1, Aztec ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_001.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Partial excavation of stone wall and man digging in background,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,Man digging in the background is likely Earl H. Morris.,,"From enclosure: 5-1982-AZ-7, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_007.jpg,,,CU Museum of Natural History,,,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. ",http://rightsstatements.org/vocab/UND/1.0/
CU Museum of Natural History: Earl Morris papers,Wall of pictographs under striped tarp,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,A section of a wall containing pictographs is sheltered from above by a striped tarp. A tall ruin with several windows dominates the background.,,"From enclosure: 5-1982-Az-8, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_008.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Interior of a kiva,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: 5-1982-Az-9, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_009.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Room interior featuring post and lintel door and woven mat,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: 5-1982-Az-13, Aztec Ruin, matting, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_013.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Room interior showing timbers and window,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: 5-1982-Az-18, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_018.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Top-down view of room showing timbers and straw,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: 5-1982-Az-19, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_019.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,View of roof from below in various stages of construction,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: 5-1982-Az-20, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_020.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Close-up of a masonry block,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-47, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_025.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Aztec Ruin,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-49, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Extinct cities,http://id.worldcat.org/fast/918959,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_026.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,Aztec Ruin,,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-50, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Landscapes,http://id.worldcat.org/fast/1735625,,,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_027.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Stone artifacts, Aztec Ruin",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-51, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Relics,http://id.worldcat.org/fast/1093664,Specimens,http://id.worldcat.org/fast/1423861,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_028.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Landscape, Aztec Ruin",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-52, Aztec Ruin, cracked glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Landscapes,http://id.worldcat.org/fast/1735625,,,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_029.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
CU Museum of Natural History: Earl Morris papers,"Stone slab, Aztec Ruin",,"Morris, Earl Halstead, 1889-1956","
http://id.loc.gov/authorities/names/n80004158",Still image,http://id.loc.gov/vocabulary/resourceTypes,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Undated,2020,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,ISO639-2,1 Photograph,,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,lantern slides,http://vocab.getty.edu/page/aat/300134977,image/jpeg,reformatted digital,,,"From enclosure: Az-53, Aztec Ruin, glass negative",,Excavations (Archaeology),http://id.worldcat.org/fast/917564,Dendrochronology,http://id.worldcat.org/fast/890285,Mayas--Antiquities,http://id.worldcat.org/fast/1012778,"Southwest, New--Antiquities",http://id.loc.gov/authorities/subjects/sh85125670,Specimens,http://id.worldcat.org/fast/1423861,Dwellings,http://id.worldcat.org/fast/899978,,,,,,,,,"Aztec (San Juan, New Mexico, United States, North America) (civil)",GNIS: 898624,Twentieth century,http://id.loc.gov/authorities/subjects/sh85139020,,,,,EHM07.01_001_030.jpg,,,CU Museum of Natural History,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).,http://rightsstatements.org/vocab/InC/1.0/
